0,000	117,500
1,000	118,000
2,000	116,400
3,000	116,200
4,000	115,100
5,000	122,700
6,000	137,400
7,000	109,800
8,000	28,000
9,000	32,700
10,000	115,400
11,000	134,200
12,000	119,000
13,000	115,100
14,000	115,500
15,000	115,600
16,000	116,200
17,000	116,200
18,000	115,300
19,000	116,300
20,000	116,300
21,000	117,200
22,000	117,300
23,000	117,100
24,000	115,600
25,000	116,300
26,000	117,500
27,000	117,800
28,000	117,200
29,000	117,600
30,000	117,100
31,000	117,100
32,000	117,200
33,000	117,200
34,000	116,700
35,000	117,300
36,000	116,700
37,000	117,300
38,000	118,500
39,000	118,500
40,000	120,900
41,000	121,200
42,000	121,600
43,000	121,000
44,000	119,900
45,000	119,900
46,000	121,800
47,000	123,000
48,000	118,000
49,000	118,000
50,000	116,200
51,000	116,300
52,000	115,900
53,000	116,100
54,000	115,600
55,000	116,800
56,000	116,200
57,000	115,400
58,000	114,200
59,000	114,300
60,000	114,100
61,000	114,400
62,000	113,600
63,000	113,800
64,000	113,200
65,000	114,100
66,000	114,400
67,000	113,000
68,000	110,400
69,000	110,600
70,000	110,000
71,000	110,300
72,000	109,300
73,000	110,000
74,000	109,200
75,000	109,100
76,000	105,500
77,000	121,400
78,000	129,400
79,000	63,400
80,000	9,100
81,000	48,500
82,000	114,600
83,000	118,300
84,000	106,600
85,000	105,700
86,000	104,300
87,000	104,500
88,000	103,800
89,000	104,300
90,000	104,300
91,000	105,200
92,000	106,200
93,000	106,900
94,000	107,700
95,000	107,200
96,000	107,200
97,000	107,500
98,000	106,100
99,000	105,000
100,000	102,700
101,000	100,600
102,000	98,900
103,000	100,800
104,000	102,900
105,000	104,100
106,000	103,600
107,000	103,200
108,000	102,200
109,000	103,400
110,000	104,300
111,000	105,500
112,000	106,200
113,000	106,700
114,000	106,300
115,000	105,900
116,000	105,700
117,000	105,300
118,000	103,700
119,000	104,800
120,000	103,900
121,000	104,000
122,000	102,700
123,000	102,900
124,000	101,600
125,000	102,700
126,000	101,800
127,000	102,500
128,000	102,500
129,000	102,600
130,000	102,200
131,000	102,500
132,000	102,400
133,000	102,800
134,000	102,500
135,000	103,400
136,000	103,700
137,000	102,800
138,000	102,500
139,000	102,700
140,000	102,000
141,000	102,500
142,000	102,200
143,000	102,700
144,000	104,100
145,000	102,700
146,000	101,200
147,000	102,600
148,000	102,100
149,000	100,700
150,000	113,500
151,000	120,200
152,000	78,900
153,000	27,400
154,000	57,900
155,000	123,300
156,000	123,300
157,000	109,100
158,000	101,900
159,000	102,400
160,000	99,500
161,000	100,400
162,000	101,400
163,000	102,200
164,000	101,800
165,000	102,800
166,000	103,000
167,000	102,800
168,000	102,700
169,000	102,900
170,000	103,400
171,000	103,600
172,000	103,200
173,000	103,600
174,000	103,800
175,000	104,000
176,000	102,100
177,000	103,000
178,000	101,300
179,000	101,000
180,000	100,100
181,000	101,600
182,000	101,700
183,000	101,500
184,000	101,600
185,000	102,400
186,000	103,700
187,000	103,800
188,000	103,900
189,000	105,900
190,000	105,700
191,000	104,400
192,000	107,700
193,000	107,400
194,000	101,300
195,000	101,700
196,000	100,800
197,000	101,400
198,000	100,900
199,000	100,500
200,000	99,600
201,000	99,500
202,000	99,800
203,000	100,000
204,000	99,600
205,000	100,000
206,000	99,600
207,000	100,100
208,000	99,800
209,000	99,900
210,000	100,000
211,000	99,800
212,000	98,900
213,000	98,900
214,000	98,300
215,000	98,800
216,000	98,800
217,000	98,600
218,000	97,400
219,000	97,600
220,000	97,100
221,000	96,900
222,000	94,600
223,000	94,800
224,000	99,200
225,000	112,500
226,000	98,900
227,000	35,900
228,000	5,700
229,000	60,500
230,000	115,300
231,000	110,100
232,000	97,400
233,000	97,800
234,000	96,400
235,000	96,400
236,000	95,800
237,000	94,700
